"","t","","",""
"1",0.377983334944444,1.11284499782693,0.373148315385045,0.314935428165397
"2",-0.2386957598059,1.02774335921797,-0.134799561046066,-0.195155042872133
"3",0.337060252315548,1.07272652368991,0.206080498854189,0.329048662996596
"4",0.32611256933589,1.03177377753419,0.203699024058515,0.151867822809142
"5",-0.274676391805594,1.01836117799262,-0.125135751326158,-0.146289208701659
"6",0.108852185337412,1.00042775266263,0.0240843892583157,0.0166021231069322
"7",0.130243161313147,1.00779709325692,0.119309607456862,0.0376855243505618
"8",-0.273737003717175,1.05058990552292,-0.230156788276714,-0.225315339905687
"9",-0.289447912016451,1.01243261598403,-0.0912953435116631,-0.129170283584686
"10",0.290935740944011,1.02784088586477,0.166996393596103,0.16902393671065
"11",0.0220407045579259,1.00496915707913,-0.0511868534264198,0.0856907971525885
"12",-0.399373357940332,1.1155370524291,-0.368230867723696,-0.329892320913455
"13",0.550465517357841,1.19096334143788,0.521309202331109,0.382923486108879
"14",-0.237688155184028,1.02587374715751,-0.115688396612855,-0.197568064211145
"15",-0.185770442739125,1.06291182690809,-0.321879272306302,-0.161787780257525
"16",-0.0830999383053257,1.0048251183628,-0.0983539951151693,0.000100686178405607
"17",0.0860039347287917,1.00931948290778,0.134737772512259,0.0239071377556656
"18",-0.242789440210217,1.03191781462145,-0.153337371337371,-0.20332738793497
"19",0.0415200710285177,1.00544608551584,-0.0987190190674644,0.0342984861689931
"20",0.187635266708546,1.02647775131324,0.135077024480132,0.188177499714189
"21",-0.00653183524287254,1.00044809418359,0.0230855341564606,-0.0190642930181887
"22",0.0406599780117876,1.00197273028386,0.0603664143727201,-0.0174713550782006
"23",-0.22790455400365,1.02489128349625,-0.170593443771778,-0.145945263467801
"24",0.347319848175946,1.08920132353423,0.325417612362617,0.283659832815538
"25",-0.502817366376785,1.06948230417611,-0.235284951966326,-0.2973775215514
"26",-0.089138095751527,1.00000296147904,0.00197043454287944,-0.00142840980104609
"27",-0.0338451395988732,1.00058498741149,0.00238800905199041,0.0341264478964353
"28",-0.362029477796331,1.08617669501828,-0.231183185777704,-0.355435152193053
"29",-0.0599601494029489,1.01168692255644,0.0258468965539153,-0.151136915445062
"30",0.203278071086361,1.01927666764877,0.0828599775901481,0.179050689266841
"31",-0.102134114960617,1.00987510043565,0.0942503469638852,-0.104711940948066
"32",0.225384876348529,1.01889123709936,0.106379087213272,0.163776808008749
