"t","","",""
-0.16862243754902,1.03719874409879,-0.270649406026146,0.0503004351651394
-0.16862243754902,1.00602939977338,-0.0498154108749032,-0.0980488554127634
-0.16862243754902,1.02816952074083,-0.124083679545089,-0.204293425863327
-0.16862243754902,1.00894218737366,-0.133846815445663,0.0070261979337875
-0.16862243754902,1.00638410634631,-0.112652475175692,-0.0108806867087471
-0.16862243754902,1.02338199316011,-0.209916769758838,-0.0569706389148506
-0.16862243754902,1.05558248966935,-0.0543062091007658,-0.333624381827286
-0.16862243754902,1.08349099377579,0.0293538570503481,-0.41604216693686
-0.16862243754902,1.02245212507596,0.00322856748472586,-0.213067886891357
-0.16862243754902,1.00619162817015,-0.110799719362301,0.0120422086401497
-0.16862243754902,1.00609991202687,0.110545846308418,0.00408029955204332
-0.16862243754902,1.01490477613876,-0.100270179738097,-0.141342122824575
-0.16862243754902,1.01230833980228,-0.130376715056173,-0.0881480969982017
-0.16862243754902,1.01422670272248,0.0124882796258889,-0.16881897816091
-0.16862243754902,1.00197799380261,-0.0608523542243181,-0.0160278211265515
-0.16862243754902,1.03577211211904,-0.0509975725610243,-0.264996444950539
-0.16862243754902,1.03195807750661,-0.158357372072038,-0.199650736140835
-0.16862243754902,1.01470696521642,0.0274193665675782,-0.169936469292938
-0.16862243754902,1.04531287623313,0.00839226599685419,-0.304316577087435
-0.16862243754902,1.02184846386755,-0.163569718981954,-0.131981931114216
-0.16862243754902,1.04026935439389,-0.0763777111737314,-0.276273007959433
-0.16862243754902,1.046542981844,-0.301720105817792,0.0649398998476595
-0.16862243754902,1.02299510370072,0.035588591193653,-0.212726195783466
-0.16862243754902,1.01529609722785,-0.0109879896069052,-0.175229646836679
-0.16862243754902,1.00796046055362,-0.056361322720892,-0.113171071129627
-0.16862243754902,1.04190080880583,-0.019291479752558,-0.291864924578479
-0.16862243754902,1.01842309952806,-0.17341268008599,-0.0843424687671768
-0.16862243754902,1.0121325461932,-0.096891399403204,-0.122573846252891
-0.16862243754902,1.01153068327302,-0.0597738090728134,-0.140076461090789
-0.16862243754902,1.01680547681632,0.034069119874024,-0.180921731018361
-0.16862243754902,1.04853169233356,-0.313192771041236,0.036455424773197
-0.16862243754902,1.03505760031047,-0.153762236465742,-0.218406525995725
-0.16862243754902,1.02606460888527,-0.226821644026878,0.0368852735903028
-0.16862243754902,1.02881522979396,-0.176391080881086,-0.165369173794855
-0.16862243754902,1.02327652583406,0.0567041753096753,-0.209474305883751
-0.16862243754902,1.00729808007643,0.110392190303519,-0.0496284842167565
-0.16862243754902,1.03396436656996,0.119310318452145,-0.234195130707832
-0.16862243754902,1.08058027446092,-0.375442457145301,-0.163391220470174
-0.16862243754902,1.00171039146009,-0.044146338785833,-0.0384032437553491
-0.16862243754902,1.00654428828416,-0.0494347176496884,0.10338091201167
-0.16862243754902,1.03414489053915,0.0557581062862465,-0.257578508831018
-0.16862243754902,1.00668840253062,-0.0806628043456858,-0.0831567903705555
-0.16862243754902,1.03587460851675,-0.0650603685219617,-0.262303932523912
-0.16862243754902,1.02847245429545,-0.230186008010291,-0.0690651211596453
-0.16862243754902,1.01766374672329,0.0627065498297366,-0.178065690135214
-0.16862243754902,1.01964981351346,-0.171393778806162,-0.101537750539325
-0.16862243754902,1.02108722699015,-0.00771389439121628,-0.206299832660508
-0.16862243754902,1.01026216348967,-0.0125564400230712,-0.143080308892534
-0.16862243754902,1.08139846110386,0.00758688561826395,-0.411539877587108
-0.16862243754902,1.07562116692198,-0.39566728387821,-0.0202063158204362
-0.16862243754902,1.04684682546695,-0.0842249245895215,-0.297983956058243
-0.16862243754902,1.11150751227067,-0.277611915474315,-0.397970569541041
-0.16862243754902,1.00867608436442,-0.107424444193606,0.0767296028819759
-0.16862243754902,1.03366777129296,-0.124076696050982,-0.230378026093692
-0.16862243754902,1.02682462110637,-0.197716373501113,-0.123600316180047
-0.16862243754902,1.04758786668376,-0.206138385747503,-0.234408413553035
-0.16862243754902,1.03653265157117,-0.269755917389415,-0.0403940937086912
-0.16862243754902,1.00873681528964,-0.0849473579299817,-0.101655835550181
-0.16862243754902,1.01199292999087,-0.127105878984846,0.0892960574660977
-0.16862243754902,1.0275074953709,-0.0346493252517551,-0.233604531854534
-0.16862243754902,1.00977312607883,-0.108303901030491,-0.0889495990580402
-0.16862243754902,1.02591796818642,-0.020825588113018,-0.228197222435995
-0.16862243754902,1.01289330207776,-0.110210744676915,-0.117500779366542
-0.16862243754902,1.00750866848602,-0.12277064895083,0.00104155204971464
-0.16862243754902,1.05008700236209,0.0137175806722668,-0.320147685467665
-0.16862243754902,1.01517178899499,-0.174070092168305,-0.0165337286721185
-0.16862243754902,1.04634569662463,-0.183219249615633,-0.247527823517189
-0.16862243754902,1.04866481107851,-0.295803964890603,-0.110444105090836
-0.16862243754902,1.08185711716778,-0.34503565914546,-0.226638954914288
-0.16862243754902,1.05463591671121,-0.335030851529246,-0.00335340735348235
-0.16862243754902,1.02951638609553,-0.108034246780366,-0.219619194884689
-0.16862243754902,1.02636240889605,-0.22123421437728,-0.0668970610996376
-0.16862243754902,1.01785938344614,-0.17537093701157,-0.072682590219612
-0.16862243754902,1.05997465783242,-0.345856964962939,0.0626836105658621
-0.16862243754902,1.01508952730639,0.0790996327629576,-0.155402691559335
-0.16862243754902,1.02409635888506,0.186227992072119,-0.118711782272968
-0.16862243754902,1.0674905375867,-0.00571595960495844,-0.373501506881746
-0.16862243754902,1.0685012993094,-0.348142718964679,-0.143149131529895
-0.16862243754902,1.07554024911035,-0.120931628015836,-0.377044253108042
-0.16862243754902,1.03134856033918,-0.203538829700227,0.149170364744372
-0.16862243754902,1.05745854667422,0.130565601773746,-0.318074207643146
-0.16862243754902,1.03179473052833,-0.18759600887375,-0.171487910363002
-0.16862243754902,1.07757514914189,-0.399390112887907,0.0406907824396575
-0.16862243754902,1.0277938402257,-0.211444636373309,-0.107941390369277
-0.16862243754902,1.0346563541438,-0.237307769358041,-0.119158691552263
-0.16862243754902,1.02232701494842,-0.0984932122433472,-0.188285986295657
-0.16862243754902,1.05539279213519,-0.330288307893931,-0.0690186884797698
-0.16862243754902,1.05385029180455,-0.252631424439999,-0.21628176280478
-0.16862243754902,1.04110415761186,-0.0383370460387895,-0.287103009210488
-0.16862243754902,1.00675939035587,0.0701779542076793,-0.0929490441745052
-0.16862243754902,1.04896613036641,-0.0481807725483796,-0.313063181822023
-0.16862243754902,1.01817892542968,-0.107179188334034,-0.158748057554108
-0.16862243754902,1.0681231827105,-0.194583745201741,-0.320973985779009
-0.16862243754902,1.01487068648625,-0.0957736620651269,-0.144187086605233
-0.16862243754902,1.0143868242977,-0.0922954100984952,-0.14304609950472
-0.16862243754902,1.04997452723712,-0.131658610385277,-0.291740497974211
-0.16862243754902,1.00466268214031,-0.0307431632375972,-0.0916622212228066
-0.16862243754902,1.00719546476364,-0.033807915825979,-0.115324451301338
-0.16862243754902,1.047607925496,0.310462492988713,0.0330969184256672
-0.16862243754902,1.0431866931318,-0.243022375416306,-0.170817451609217
-0.16862243754902,1.08691749398705,-0.145019572686432,-0.400448451455293
-0.16862243754902,1.05847907282462,-0.109114546782791,-0.329350820991934
-0.16862243754902,1.01185452015043,0.0199316355488156,-0.153141437413959
-0.16862243754902,1.02757898113847,-0.221846742132028,-0.0818693195463635
-0.16862243754902,1.089907557111,-0.387849436043262,-0.19357504490141
-0.16862243754902,1.03167847637914,-0.24475610671937,-0.0667452383886239
-0.16862243754902,1.0623218572892,-0.160692096137006,-0.32047742309477
-0.16862243754902,1.00127139237028,-0.0316911679057555,-0.0392437390661163
-0.16862243754902,1.02010946102319,-0.160403780932477,0.122040728986639
-0.16862243754902,1.00217052260095,0.0203059985114627,-0.0627170056261395
-0.16862243754902,1.09613738354387,-0.280880968781685,-0.350175734422979
-0.16862243754902,1.01689263086162,-0.170000372532894,0.0719061613447957
-0.16862243754902,1.06077209722257,-0.334964865792707,-0.114175220299555
-0.16862243754902,1.00628182329546,-0.0998534603428381,0.0513068645738935
-0.16862243754902,1.01422234463896,0.0352555119521932,-0.165541575569192
-0.16862243754902,1.05828750465327,-0.205500662793526,-0.278822380910617
-0.16862243754902,1.09533305518349,-0.271285184208185,-0.35518847195079
-0.16862243754902,1.02777349014431,-0.156169143852014,-0.178688403518371
-0.16862243754902,1.05314850529683,-0.0562416877966036,-0.325512897997509
-0.16862243754902,1.00679427612296,-0.114796441877118,0.0213656585743476
-0.16862243754902,1.00288693543917,-0.0613306082176106,-0.0449528838922417
-0.16862243754902,1.0584826920429,-0.232076105208579,-0.257926909696525
-0.16862243754902,1.04677439337073,-0.120318003013791,-0.285061763075026
-0.16862243754902,1.02135218863887,-0.0932299519517376,-0.18565685900736
-0.16862243754902,1.03728168993145,-0.271731028408247,-0.0459951352563177
-0.16862243754902,1.01818179353686,0.0544059170160763,-0.183668617035051
-0.16862243754902,1.00507470161862,-0.0724232261398478,0.0702141876635204
-0.16862243754902,1.01656375706095,-0.160422103249844,-0.0875592425662693
-0.16862243754902,1.0052266986346,0.100247418751093,0.0207646498059535
-0.16862243754902,1.06335067714035,-0.284364861579873,-0.223274020148997
-0.16862243754902,1.01535783836759,-0.175184285510335,-0.0161866007778959
-0.16862243754902,1.02738953949611,-0.233879235494425,-0.02880571246435
-0.16862243754902,1.00407582155958,-0.0824078186754327,-0.0371107378222378
-0.16862243754902,1.04530691418196,-0.117622472624655,-0.280769476208299
-0.16862243754902,1.00105358159186,-0.0392242330265736,0.0238690754194108
-0.16862243754902,1.07015095516213,-0.103664038470325,-0.366710831531394
-0.16862243754902,1.09960987896264,0.0890762580209785,-0.448561373915789
-0.16862243754902,1.01829090061721,-0.188066896336848,0.039334473201468
-0.16862243754902,1.0147670195177,0.0260896740731357,-0.170503468608699
-0.16862243754902,1.06913698159045,-0.146519421698185,-0.3486917614019
-0.16862243754902,1.01350851308951,0.128238496024375,-0.103703395519707
-0.16862243754902,1.01763983559093,-0.0256690949809798,-0.186900862877621
-0.16862243754902,1.01269200937531,-0.118247147410182,0.107530079428751
-0.16862243754902,1.01932192934337,-0.0211525957017645,-0.196391861683115
-0.16862243754902,1.02247870387108,-0.144992032367821,-0.156333011292317
-0.16862243754902,1.02646353082555,-0.231011707642379,0.0161545983238943
-0.16862243754902,1.03603685645706,-0.161000112735577,-0.217833265679403
-0.16862243754902,1.02070335087715,-0.204441611649575,0.00624162782992116
-0.16862243754902,1.00678458095842,-0.113910008005671,-0.0252923413657551
-0.16862243754902,1.02007616537107,-0.00465806803409651,-0.201329793027102
-0.16862243754902,1.00111130721147,-0.0265148116716222,0.0389976177307539
-0.16862243754902,1.00410544709243,0.0831658525669444,0.0362103555286269
-0.16862243754902,1.03623894414989,0.242022457784155,-0.123354283675125
-0.16862243754902,1.01347832167899,-0.0901774066520873,-0.137863497136728
-0.16862243754902,1.0054158718874,-0.0187449475040865,-0.102516839524927
-0.16862243754902,1.0300178078259,-0.229461786221357,-0.0910163342624534
-0.16862243754902,1.03031938521546,-0.0825778284843908,-0.233963539453392
-0.16862243754902,1.05019084844261,-0.055162497173644,-0.316003033305341
-0.16862243754902,1.00178349957334,-0.0582855962766357,-0.0131517787422918
