"t","","",""
-0.16862243754902,1.00857660833065,-0.103835125517004,-0.0802810163153126
-0.16862243754902,1.03127755229466,-0.251768207010895,0.0120896569586178
-0.16862243754902,1.0493684712837,-0.268196226994214,-0.171011614665099
-0.16862243754902,1.00878336663349,-0.00758463926253782,-0.132613551508337
-0.16862243754902,1.00513515021377,0.000874202170926871,-0.101468743787584
-0.16862243754902,1.00820532653743,-0.0552750635261315,-0.115856151371531
-0.16862243754902,1.00660062516742,-0.102065759339604,-0.053173295533298
-0.16862243754902,1.0135822428959,-0.0703448350282602,-0.149668190671016
-0.16862243754902,1.04580113933223,-0.248440606979109,-0.178821944493538
-0.16862243754902,1.0247968603392,-0.204494657822332,-0.0915998901921466
-0.16862243754902,1.02276309405952,-0.17165180934091,-0.128763360161941
-0.16862243754902,1.03305727822412,-0.216186454402507,-0.143076053288787
-0.16862243754902,1.00248751368043,-0.0191708442097524,-0.0679241769729511
-0.16862243754902,1.0018730393759,-0.0405314204742446,-0.0458997928388988
-0.16862243754902,1.03176825505237,-0.216753117390232,-0.13252855630174
-0.16862243754902,1.01664533197799,-0.171717935818362,-0.0638802125145861
-0.16862243754902,1.04789379724359,-0.203106153738589,-0.238388969155697
-0.16862243754902,1.02750264423586,-0.0542429600142573,-0.229824683618994
-0.16862243754902,1.00811844842334,-0.125928647135828,-0.0210898525842848
-0.16862243754902,1.0128949959966,-0.159800525741357,0.0204954845694608
-0.16862243754902,1.03033907566904,-0.171676620310128,-0.179236572410368
-0.16862243754902,1.00273344166036,-0.0168463945497983,-0.0720454996145096
-0.16862243754902,1.0415026328425,0.0334330461917311,-0.289153878826126
-0.16862243754902,1.02241440240742,-0.171747253518756,-0.125833585178522
-0.16862243754902,1.02857634764628,-0.152765094801342,-0.186097094946936
-0.16862243754902,1.00614834519165,-0.110979685389676,0.00424287198725924
-0.16862243754902,1.01804292440201,-0.161955997577169,-0.100904166285531
-0.16862243754902,1.00943497289093,0.0129933765601509,-0.137077119392223
-0.16862243754902,1.01865605374168,-0.159132064381117,-0.111072687508582
-0.16862243754902,1.02670762257222,-0.155708025344224,-0.172868600651753
-0.16862243754902,1.02682790100991,-0.229239228536146,0.0427190167556101
-0.16862243754902,1.02790383762113,-0.158956566675598,-0.176972057983583
-0.16862243754902,1.01682863262555,-0.0887181580963477,-0.161460696614184
-0.16862243754902,1.01570405494446,0.020713960242993,-0.176707835371498
-0.16862243754902,1.01128626613717,0.00402316648641484,-0.150611175578313
-0.16862243754902,1.02253917973566,-0.188255929501228,-0.10072774742897
-0.16862243754902,1.04233637100766,-0.110792160454573,-0.272378794158485
-0.16862243754902,1.00788953619067,-0.106906926473546,-0.0664245905868405
-0.16862243754902,1.00887135946151,-0.129795758232399,-0.031216679621549
-0.16862243754902,1.02487112179406,-0.0860092252684803,-0.20727573291664
-0.16862243754902,1.00769044326585,-0.110547681173623,-0.0567383436175889
-0.16862243754902,1.0230199977406,-0.120685937709461,-0.178898910606956
-0.16862243754902,1.01867343999979,0.00662102085888183,-0.194040561336525
-0.16862243754902,1.03348765318809,-0.200842650825993,-0.166610200472291
-0.16862243754902,1.03079951358593,-0.218205919853013,-0.12220398418253
-0.16862243754902,1.01496632434247,-0.0447917495416719,-0.16778062677871
-0.16862243754902,1.01433225872428,-0.0762009457291191,-0.151866214013175
-0.16862243754902,1.02791230622549,-0.12829940234372,-0.200357112796237
-0.16862243754902,1.02432021850324,-0.102905881429174,-0.196576421785026
-0.16862243754902,1.03507531091209,-0.255455220226549,-0.0782529853664741
-0.16862243754902,1.01785312060495,-0.183103096566455,0.0499823084000761
-0.16862243754902,1.02369978340716,-0.101976739172385,-0.193809161846467
-0.16862243754902,1.04952602161372,-0.130136521274678,-0.290808108337536
-0.16862243754902,1.01415578413647,-0.167342304561336,0.0225501131161192
-0.16862243754902,1.03013713890671,-0.184095941323742,-0.165200512538638
-0.16862243754902,1.00607566808549,-0.0170319479500645,-0.109078699399526
-0.16862243754902,1.01946041301129,-0.188523178559897,-0.0613069722203681
-0.16862243754902,1.01115674338672,-0.137314857926292,-0.0598547365637941
-0.16862243754902,1.00528432997978,0.0403290373036969,-0.0947108908893468
-0.16862243754902,1.01491507602862,-0.107805449777378,-0.135759333191058
-0.16862243754902,1.01467756400351,-0.0278900545436297,-0.169684129339366
-0.16862243754902,1.01510644757504,-0.0571683353037479,-0.164841989028922
-0.16862243754902,1.01360329805209,-0.0780883888688372,-0.145924121878243
-0.16862243754902,1.03654117596451,-0.238279963313482,-0.132816672723036
-0.16862243754902,1.02447241000979,-0.121686228848332,-0.186376448565648
-0.16862243754902,1.00287616002261,-0.0199472176819571,-0.0732304639370653
-0.16862243754902,1.02866696300687,-0.0903446772116498,-0.223592397190291
-0.16862243754902,1.02174288713919,-0.130457146680551,-0.164132447430414
-0.16862243754902,1.0057852302078,-0.0927415967228889,-0.0547989556601925
-0.16862243754902,1.01774696221092,-0.0679047089427361,-0.176629073464602
-0.16862243754902,1.00946451310222,-0.106114978558599,-0.0880807273937514
-0.16862243754902,1.03083661440488,-0.158908380266362,-0.193319042721719
-0.16862243754902,1.01925442739284,-0.159857893676531,-0.115434143948913
-0.16862243754902,1.00000870977191,-0.0013064159970968,0.00396394966298178
-0.16862243754902,1.0183620000948,-0.0246344770620597,-0.190930107046939
-0.16862243754902,1.02269057053282,-0.188981891405937,-0.100905142472432
-0.16862243754902,1.03262043099953,-0.175794650235087,-0.188152054111529
-0.16862243754902,1.00610047554444,-0.0524385477153626,-0.0974082419729059
-0.16862243754902,1.00482344166283,-0.00300988454021678,-0.0982908414359258
-0.16862243754902,1.00853455590096,-0.0846744234743807,-0.0998608654860602
-0.16862243754902,1.01066975610258,-0.0859193563691997,-0.118622173734686
-0.16862243754902,1.00868409397529,-0.107185524829403,-0.0771677698641262
-0.16862243754902,1.01514077803545,-0.100499677645389,-0.142865720253648
-0.16862243754902,1.00609486821757,-0.0783274523493491,-0.0780493053280966
-0.16862243754902,1.00845780466612,-0.129404648578588,-0.015542867118387
-0.16862243754902,1.0040099512449,-0.0278024119311856,-0.0852232837291847
-0.16862243754902,1.01382986957719,-0.123434606655076,-0.112316082226984
-0.16862243754902,1.00012416339226,0.014783550514847,-0.0054579149178373
-0.16862243754902,1.01096824255194,0.00921868623966549,-0.148228888117603
-0.16862243754902,1.01385481719871,-0.157783309890808,-0.0548271600297031
-0.16862243754902,1.00174382901564,-0.00670406778988215,-0.0587005489410988
-0.16862243754902,1.03122864378971,-0.195738205422025,-0.158489970378325
-0.16862243754902,1.00576462506681,-0.0837731959738481,-0.0674131491038671
-0.16862243754902,1.01060151952288,-0.126978715326964,-0.0720544038617421
-0.16862243754902,1.02144739024797,-0.147085493910939,-0.147379199771758
-0.16862243754902,1.01957112688665,-0.1871215528591,-0.0671625434041686
-0.16862243754902,1.03549205967139,-0.238212704971257,-0.124493023229324
-0.16862243754902,1.03332006828309,-0.161648818122039,-0.204009860340898
-0.16862243754902,1.02482375242919,-0.118007236698884,-0.19062532788101
-0.16862243754902,1.0047575598891,-0.0817388826088723,-0.0534463209599172
-0.16862243754902,1.02733940941877,-0.211655360159443,-0.103093504454395
-0.16862243754902,1.02831672149723,-0.182885715669584,-0.15488090493935
-0.16862243754902,1.03152728905749,-0.218750701498953,-0.127266172504779
-0.16862243754902,1.02876314236538,-0.160727191623797,-0.180334059351563
-0.16862243754902,1.0164011151137,-0.114689935366732,-0.141129180292217
-0.16862243754902,1.03293900999766,-0.156746507498034,-0.205896893522235
-0.16862243754902,1.02079313978889,-0.176245038501398,-0.104672444529133
-0.16862243754902,1.01380851178123,-0.155997377852742,-0.0589280634598956
