"","t","","",""
"1",-0.16862243754902,1.01270789169328,-0.153706005771681,-0.0441784753874016
"2",-0.16862243754902,1.00057674940822,0.024157744292099,0.0238795905960001
"3",-0.16862243754902,1.01302925074274,-0.154995549969627,0.0469536191363761
"4",-0.16862243754902,1.0203940766407,-0.150874342565901,-0.135797659768974
"5",-0.16862243754902,1.02828197552674,0.101834421001106,-0.216780008055503
"6",-0.16862243754902,1.05912074617854,-0.2935795797004,-0.18854120337139
"7",-0.16862243754902,1.08298560560846,0.0936909774327946,-0.40506767669466
"8",-0.16862243754902,1.02826663411479,-0.238256907473425,-0.0237890074396538
"9",-0.16862243754902,1.0091987211923,-0.00574092731501116,-0.135827466330411
"10",-0.16862243754902,1.0671159776734,-0.0130706479978579,-0.372244097289364
"11",-0.16862243754902,1.02977110232143,-0.219975790749497,0.109723172850745
"12",-0.16862243754902,1.03281286413919,-0.119307280888212,-0.229059348332386
"13",-0.16862243754902,1.02732193424978,0.187494076878217,-0.142254447123088
"14",-0.16862243754902,1.00673770859978,-0.0484205327909076,-0.105717859990569
"15",-0.16862243754902,1.0010717125865,0.04581424290305,0.00675491584571512
"16",-0.16862243754902,1.03197732209605,-0.220312080379894,-0.128217707666374
"17",-0.16862243754902,1.04960291353192,-0.00728812522980734,-0.318768190579502
"18",-0.16862243754902,1.01594411789619,-0.153442939362504,-0.0927238644991371
"19",-0.16862243754902,1.01356314297242,-0.101961096269789,-0.130054525640536
"20",-0.16862243754902,1.03547147450511,-0.155186844971537,-0.219358650756183
"21",-0.16862243754902,1.01960746715526,-0.0397100000961315,-0.194993597256761
"22",-0.16862243754902,1.09620373375193,-0.244405347106051,-0.376734193029558
"23",-0.16862243754902,1.02461476142639,0.179739365603946,-0.132397771073225
"24",-0.16862243754902,1.01382743880423,0.142933847346559,-0.0861161480505528
"25",-0.16862243754902,1.04959082629545,-0.128279524404831,-0.29186515081803
"26",-0.16862243754902,1.01379371581893,-0.154659544627334,0.0621137946805501
"27",-0.16862243754902,1.04493081061193,-0.27232586467798,-0.133112818291465
"28",-0.16862243754902,1.02267861359218,0.18221074929622,-0.112564601628297
"29",-0.16862243754902,1.0374937084015,-0.0992486468252044,-0.257959107371823
"30",-0.16862243754902,1.04336058542913,-0.297659008517757,0.000652591174428806
"31",-0.16862243754902,1.00577071193472,-0.0722246808970493,-0.0797390773397987
"32",-0.16862243754902,1.06392252814186,-0.0905639561715621,-0.3517517814174
"33",-0.16862243754902,1.07041598825336,0.0898019951610452,-0.37111452352812
"34",-0.16862243754902,1.07405941821504,-0.306719366795615,-0.24398127774262
"35",-0.16862243754902,1.01688624544209,0.0195613658619763,-0.183507463431125
"36",-0.16862243754902,1.01369077760028,-0.0579566693826699,0.155595684599284
"37",-0.16862243754902,1.01664881290757,-0.172142220972422,0.0627842698854117
"38",-0.16862243754902,1.03114873080285,-0.0737695610044154,-0.24046986693874
"39",-0.16862243754902,1.02548482136931,-0.22669379188986,0.0151341857208756
